meeting_no,meeting_date,monitoring_index,line_number,monitoring_comment
14,2020-10-08,3,2,接触歴等不明者数は 7 日間平均で、前回の約 98 人から 10 月 7 日時点の約 90 人と横ばいであった。
14,2020-10-08,3,3,【コメント】接触歴等不明者数は横ばいであるが、依然として高水準であるため、引き続き、今後の動向について厳重に警戒する必要がある。
14,2020-10-08,3,4,接触歴を調査する保健所への支援が求められる。
14,2020-10-08,3,5,新規陽性者における接触歴等不明者の増加比が 100%を超えることは、増加傾向の指標となる。
14,2020-10-08,3,6,10 月 7 日時点の増加比は、前回の 125.8%から 92.5%と低下した。
14,2020-10-08,3,7,【コメント】新規陽性者が依然として多いなか、接触歴不明者の増加比が 100%に近い数値で推移しているため、今後の急速な増加を警戒すべき状況にある。
14,2020-10-08,3,8,※ 感染経路不明な者の割合は、前回の 53.2%から 10 月 7 日時点の 55.9%と横ばいであるものの、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
14,2020-10-08,4,1,PCR 検査・抗原検査(以下「PCR 検査等」という。
14,2020-10-08,4,2,)の陽性率は、検査体制の指標としてモニタリングしている。
14,2020-10-08,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
14,2020-10-08,4,4,7 日間平均の PCR 検査等の陽性率は、前回の 3.8%から 10 月 7 日時点の 3.1%と低下した。
14,2020-10-08,4,5,"また、7 日間平均の PCR検査等の人数は、前回 4,345.4 人から 10 月 7 日時点で前回とほぼ同じ 4,224.4 人であった。"
14,2020-10-08,4,6,【コメント】ア)前回に比べ 7 日間平均の検査件数は横ばいで、新規陽性者数の減少により陽性率は低下したが、引き続きその推移には注視する必要がある。
14,2020-10-08,4,7,イ)経済活動が活発になり、さらに、感染拡大のリスクを高める機会が増加し、感染経路が多岐にわたっている可能性がある。
14,2020-10-08,4,8,感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染対策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を検討する必要がある。
14,2020-10-08,4,9,"PCR 検査については、10,200 件の検査能力を確保した。"
14,2020-10-08,4,10,ウ)次のインフルエンザ流行期に備え、東京の実情に応じた発熱患者の相談・検査・診療フローの作成や検査体制の強化等について、東京 iCDC においてタスクフォースによる検討を進めている。
14,2020-10-08,4,11,※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。
14,2020-10-08,5,1,(1) 東京ルールの適用件数は、35 件前後で推移している。
14,2020-10-08,5,2,(2) 東京ルールの適用件数の 7 日間平均の件数は、前回の 34.4 件から 10 月 7 日時点の 35.6 件と、ほぼ同数であった。
14,2020-10-08,6,1,"10 月 7 日時点の入院患者数は、前回の 1,165 人から 976 人と減少し、7 月 23 日以来約 2 か月半ぶりに 1,000 人を下回ったものの、依然として高い水準である。"
14,2020-10-08,6,2,【コメント】ア)新規陽性者数及び接触歴等不明者数の増加比が100%に近い数値であり、入院患者数が再び増加することへの警戒が必要である。
14,2020-10-08,6,3,入院患者数は減少したものの、医療機関への負担が強い状況が長期化している。
14,2020-10-08,6,4,イ)陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1日当たり、都内全域で約150 人程度受け入れている。
14,2020-10-08,6,5,ウ)入院調整本部の対応件数のうち、約 9 割以上が無症状の陽性者及び軽症者であるが、合併症を有する患者が多いエ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、たとえ軽症者であっても、通常の患者より多くの人手、労力と時間が必要である。
14,2020-10-08,6,6,煩雑な入院と退院の作業が繰り返されることも、医療機関の負担の要因となっている。
14,2020-10-08,6,7,確保病床数は、当日の入院できる病床患者数ではない。
14,2020-10-08,6,8,病院ごとに当日入院できる患者の数には限りがある。
14,2020-10-08,6,9,オ)宿泊療養施設の医療支援にあたる医師等もまた、通常の医療現場から苦労して確保している。
14,2020-10-08,6,10,全ての宿泊療養施設において、IT を活用しオンラインで健康観察を行うなど、業務の効率化を進めている。
14,2020-10-08,6,11,"カ)今週の新規陽性者 1,218 人のうち、無症状の陽性者が 16.3%を占めている。"
14,2020-10-08,6,12,"宿泊療養施設は 3,111 室を確保しているが、10 月 7 日時点の宿泊療養施設の利用者は 236 人、自宅療養者は 380人、入院、療養等調整中が 276 人である。"
14,2020-10-08,6,13,【コメント】ア)保健所から入院調整本部への調整依頼件数は、1 日 50 件程度で推移している。
14,2020-10-08,6,14,緊急性の高い重症患者、認知症や精神疾患を持つ患者の病院・施設からの転院などで、受入先の調整が難航する事例の割合が増加している。
14,2020-10-08,6,15,特に日祝祭日は、受入可能な病床数が少ない状況が続き、調整が難航している。
14,2020-10-08,6,16,イ)入院・宿泊調整の結果、入院先・宿泊先が決定した後に、症状の改善や患者の希望でキャンセルする事例は、一旦減少したものの再び増加傾向にある。
14,2020-10-08,6,17,"※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、10 月 7 日時点で 24.4%となっており、国の指標及び目安におけるステージIIIの 20%を超えているが、ステージIVの 50%未満の数値となっている。"
14,2020-10-08,6,18,"また、同時点の確保病床数(都は 2,640 床)に占める入院患者数の割合は、37.0%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。"
14,2020-10-08,6,19,また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 15.7 人から 10 月 7 日時点で 13.4 人となり、国の指標及び目安におけるステージIIIの 15 人を下回りステージII相当に移行した。
14,2020-10-08,7,1,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。
14,2020-10-08,7,2,(1) 重症患者数は、前回の 21 人から 10 月 7 日時点の 24 人と増加した。
14,2020-10-08,7,3,(2) 今週、新たに人工呼吸器を装着した患者は 8 人であり、人工呼吸器から離脱した患者は 5 人、人工呼吸器使用中に死亡した患者は 2 人であった。
14,2020-10-08,7,4,(3) 今週、新たに ECMO を導入した患者は 1 人、ECMO から離脱した患者は 2 人で、10 月 7 日の時点で、人工呼吸器を装着している患者が 24 人で、うち 5 人の患者が ECMO を使用している。
14,2020-10-08,7,5,【コメント】重症患者数は、新規陽性者数の増加から遅れて増加する。
14,2020-10-08,7,6,重症化リスクが高い高齢者層の新規陽性者数の割合が高まっている中、重症患者数が再び増加しており、今後の重症患者数の推移に警戒が必要である。
14,2020-10-08,7,7,10 月 7 日時点の重症患者数は 24 人で、年代別内訳は 50 代が 6 人、60 代が 6 人、70 代以上が 12 人であり、50 代から 60 代が重症患者全体の 50%を占めている。
14,2020-10-08,7,8,性別では、男性 20 人・女性 4 人であった。
14,2020-10-08,7,9,【コメント】ア)陽性判明日から重症化(人工呼吸器の装着)までは平均 3.1 日で、軽快した重症患者における人工呼吸器の装着から離脱までの日数の中央値は 7.0 日であった。
14,2020-10-08,7,10,イ)重症化リスクの高い人への感染を防ぐためには、引き続き家族間、職場および医療・介護施設内における感染防止対策の徹底が必要である。
14,2020-10-08,7,11,ウ)今週報告された死亡者数は 7 人であり、そのうち 70 代以上の死亡者が 6 人であった。
14,2020-10-08,7,12,今週は、前々週の 7 人、前週の 15 人から減少しているが、引き続き注視する必要がある。
14,2020-10-08,7,13,エ)重症患者においては、ICU等の病床の占有期間が長期化することを念頭に置き、新型コロナウイルス感染症患者のための医療と、通常の医療との両立を保ちつつ、重症患者のための病床を確保する必要がある。
14,2020-10-08,7,14,一方、レベル 2 の重症病床(300 床)を準備するためには、医療機関は第一波のピーク時と同様に、予定手術や救急の受け入れを大幅に制限せざるを得ないと考える。
14,2020-10-08,7,15,※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室または人工呼吸器かECMO 使用)は、10 月 7 日時点で 125 人、うち、ICU 入室または人工呼吸器か ECMO 使用は 39 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
15,2020-10-15,1,1,(1) 新規陽性者数の 7 日間平均は、前回 10 月 7 日時点(以下「前回」という。
15,2020-10-15,1,2,)の約 162 人から 10 月 14 日時点の約 181人と増加した。
15,2020-10-15,1,3,(2) 新規陽性者数の増加比が 100%を超えることは、増加傾向の指標となる。
15,2020-10-15,1,4,増加比は前回の 88.0%から 10 月 14 日時点の 112.0%に上昇した。
15,2020-10-15,1,5,【コメント】ア)新規陽性者数の増加比は、再び 100%を超える数値になった。
15,2020-10-15,1,6,感染予防策の基本である、「手洗い、マスク着用、3 密を避ける」等を、あらためて徹底する必要がある。
15,2020-10-15,1,7,"イ)新規陽性者数は、週当たり 1,200 人を超える高い水準で推移しており、経済活動の活発化や新たなクラスターが複数発生すること等による新規陽性者数の更なる増加に警戒が必要である。"
15,2020-10-15,1,8,ウ)PCR 検査の増加による陽性者の早期発見と感染拡大防止対策、都民の協力、業種別ガイドラインの徹底等、様々な取組が進んでいる。
15,2020-10-15,1,9,引き続き、これらの対策や取組を維持する必要がある。
15,2020-10-15,1,10,10 月 6 日から 10 月 12 日まで(以下「今週」という。
15,2020-10-15,1,11,)の報告では、10 歳未満 2.0%、10 代 6.0%、20 代 24.4%、30 代 21.4%、40 代 15.6%、50 代 14.1%、60 代 5.8%、70 代 6.3%、80 代 3.8%、90 代以上 0.6%であり、9 月 29 日から 10 月 5 日まで(以下「前週」という。
15,2020-10-15,1,12,)と比べて大きな変化はなかった。
15,2020-10-15,1,13,今週の新規陽性者数に占める 65 歳以上の高齢者は 158 人、その割合は 12.7%で、前週の 14.4%より低下したものの高い割合が続いている。
15,2020-10-15,1,14,(1) 今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が、前週の 30.2%から 31.8%とほぼ横ばいで依然として最も多く、施設(保育園・学校等の教育施設、特別養護老人ホーム、介護老人保健施設、病院等)での感染が前週の 16.7%から 21.7%と増加し、次いで職場 9.7%、会食 9.1%、接待を伴う飲食店等 7.4%の順であった。
15,2020-10-15,1,15,前週と比べると、職場及び会食での感染の割合が減少した一方、施設及び接待を伴う飲食店等における感染の割合が増加した。
15,2020-10-15,1,16,(2) 今週の濃厚接触者における感染経路別の割合を年代別で見ると、10代以下では、同居する人からの感染は、前週の 65.5%から 45.1%と大きく減少したが最も多く、保育園・学校等の教育施設での感染は、前週の 12.7%から 31.0%と大きく増加した。
15,2020-10-15,1,17,20 代から 30 代は、同居する人からの感染が増加して 20.0%と最も多くなり、次いで施設での感染が 15.6%であった。
15,2020-10-15,1,18,40 代から 60 代は同居する人からの感染が 41.8%と最も多く、次いで会食での感染が 12.8%であった。
15,2020-10-15,1,19,70 代以上では、施設での感染が 48.8%と最も多く、次いで同居する人からの感染が 32.5%であった。
15,2020-10-15,1,20,今週は、70 代以上における病院での感染が増加し高い割合となった。
15,2020-10-15,1,21,【コメント】ア)今週も、同居する人からの感染が最も多い傾向は変わらないが、職場、施設、会食、接待を伴う飲食店など、様々な場所における感染が報告されている。
15,2020-10-15,1,22,一旦、職場、施設や外出先等で感染が拡大すると、複数の家庭内に新型コロナウイルスが持ち込まれ、感染拡大する可能性が高くなる。
15,2020-10-15,1,23,換気が不十分で人が密になる狭い空間の休憩室等でも基本的な感染予防策の徹底が必要である。
15,2020-10-15,1,24,イ)無症状や症状の乏しい感染者の行動に影響を受けて、感染経路が多岐にわたり、また、感染経路が不明になっているウ)経済活動がさらに活発化することで、人の移動が増え、感染リスクが高まる機会が増加する恐れがある。
15,2020-10-15,1,25,年末に向け、大人数での会食の機会が増えることが想定されるが、このような行動に伴い感染リスクが増大し、新規陽性者数がさらに増加することが懸念される。
15,2020-10-15,1,26,人と人が密に接触する、マスクを外して長時間に及ぶ飲食・飲酒を行う、大声で会話をする等の行動に伴うリスクに留意し、基本的な感染予防策をあらためて徹底することが重要である。
15,2020-10-15,1,27,エ)今週、複数の病院、大学の運動部や他県の劇団等におけるクラスターの発生が報告された。
15,2020-10-15,1,28,第一波(3 月 1 日から5 月 25 日の緊急事態宣言解除までと設定)のような大規模なクラスターの発生ではないものの、院内・施設内感染の拡大防止対策の徹底が必要である。
15,2020-10-15,1,29,オ)友人とのドライブ、旅行や会食を通じての感染例や、パブやスナック等での感染例が報告されている。
15,2020-10-15,1,30,カ)特別養護老人ホーム、介護老人保健施設、病院、訪問看護等、重症化リスクの高い施設において、無症状や症状の乏しい職員を発端とした感染が見られており、高齢者施設と医療施設における施設内感染等への厳重な警戒と、高齢者の感染予防を目的とした検査体制の拡充が必要である。
15,2020-10-15,1,31,今週の保健所別届出数を見ると、世田谷区が 111 人(8.9%)と最も多く、次いで大田区が 99 人(8.0%)、港区 81 人(6.5%)、足立区 79 人(6.4%)、品川区 60 人(4.8%)の順である。
15,2020-10-15,1,32,島しょを除く都内全域に感染が拡大している。
15,2020-10-15,1,33,※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。
15,2020-10-15,1,34,)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 8.9 人となっており、国の指標及び目安におけるステージIIIの 15 人を下回り、ステージII相当の数値が続いている。
15,2020-10-15,1,35,また、先週一週間と直近一週間の新規陽性者数の比は、先週の 0.88 から直近は 1.12 と増加し、国の指標及び目安におけるステージIIからステージIIIに移行している。
15,2020-10-15,2,1,#7119 の 7 日間平均は、前回の 54.7 件から 10 月 14 日時点の 57.6 件と、横ばいであった。
15,2020-10-15,2,2,【コメント】#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。
15,2020-10-15,2,3,第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加した。
15,2020-10-15,3,1,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。
15,2020-10-15,3,2,接触歴等不明者数は 7 日間平均で、前回の約 90 人から 10 月 14 日時点の約 105 人に増加した。
15,2020-10-15,3,3,【コメント】接触歴等不明者数は、経済活動の活発化などによる新規陽性者数の増加の影響を受けた可能性がある。
15,2020-10-15,3,4,引き続き、今後の動向について厳重に警戒する必要がある。
15,2020-10-15,3,5,接触歴を調査する保健所への支援が求められる。
15,2020-10-15,3,6,新規陽性者における接触歴等不明者の増加比が 100%を超えることは、増加傾向の指標となる。
15,2020-10-15,3,7,10 月 14 日時点の増加比は、前回の 92.5%から 116.5%に上昇した。
15,2020-10-15,3,8,【コメント】新規陽性者数が増加し、接触歴等不明者の増加比も 100%を超えて、再び増加に転じたことから、急速な増加を警戒すべきである。
15,2020-10-15,3,9,※ 感染経路不明な者の割合は、前回の 55.9%から 10 月 14 日時点の 58.1%と増加し、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
15,2020-10-15,4,1,PCR 検査・抗原検査(以下「PCR 検査等」という。
15,2020-10-15,4,2,)の陽性率は、検査体制の指標としてモニタリングしている。
15,2020-10-15,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
15,2020-10-15,4,4,7 日間平均の PCR 検査等の陽性率は、前回の 3.1%から 10 月 14 日時点の 3.9%へと上昇した。
15,2020-10-15,4,5,"また、7 日間平均のPCR 検査等の人数は、前回は 4,224.4 人、10 月 14 日時点では 4,051.6 人であった。"
15,2020-10-15,4,6,【コメント】ア)新規陽性者数の増加により陽性率が上昇したため、その推移に警戒する必要がある。
15,2020-10-15,4,7,イ)経済活動が活発になり、さらに、感染拡大のリスクを高める機会が増加し、感染経路が多岐にわたっている可能性がある。
15,2020-10-15,4,8,感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染対策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を検討する必要がある。
15,2020-10-15,4,9,"PCR 検査については、10,200 件の検査能力を確保している。"
15,2020-10-15,4,10,ウ)次のインフルエンザ流行期に備え、東京の実情に応じた発熱患者の相談・検査・診療フローの作成や検査体制の強化等について、東京 iCDC においてタスクフォースによる検討内容をもとに、体制整備を進めている。
15,2020-10-15,4,11,※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。
15,2020-10-15,5,1,(1) 東京ルールの適用件数は、35 件前後で推移している。
15,2020-10-15,6,1,"10 月 14 日時点の入院患者数は、前回の 976 人から 1,008 人となった。"
15,2020-10-15,6,2,【コメント】ア)今週、新規陽性者数及び接触歴等不明者数の増加比が再び100%を超えており、入院患者数が急増することへの厳重な警戒が必要である。
15,2020-10-15,6,3,医療機関への負担が強い状況が長期化している。
15,2020-10-15,6,4,イ)陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1日当たり、都内全域で約150 人程度受け入れている。
15,2020-10-15,6,5,ウ)入院調整本部の対応件数のうち、約 9 割以上が無症状の陽性者及び軽症者であるが、合併症を有する患者が多いエ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、たとえ軽症者であっても、通常の患者より多くの人手、労力と時間が必要である。
15,2020-10-15,6,6,煩雑な入院と退院の作業が繰り返されることも、医療機関の負担の要因となっている。
15,2020-10-15,6,7,確保病床数は、当日入院できる病床数ではない。
15,2020-10-15,6,8,病院ごとに当日入院できる患者の数には限りがある。
15,2020-10-15,6,9,オ)宿泊療養患者のための健康観察などの業務にあたる医師等もまた、通常の医療現場から苦労して確保している。
15,2020-10-15,6,10,全ての宿泊療養施設において、IT を活用しオンラインで健康観察を行うなど、業務の効率化を進めている。
15,2020-10-15,6,11,"カ)今週の新規陽性者 1,243 人のうち、無症状の陽性者が 16.5%を占めている。"
15,2020-10-15,6,12,"検査陽性者の全療養者数は、10 月 14 日時点で 1,865 人である。"
15,2020-10-15,6,13,"宿泊療養施設を 3,251 室確保しているが、宿泊療養施設の利用者は 301 人、自宅療養者は 272 人、入院・療養等調整中が 284 人である。"
15,2020-10-15,6,14,【コメント】ア)保健所から入院調整本部への調整依頼件数は、1 日 50 件程度で推移している。
15,2020-10-15,6,15,緊急性の高い重症患者、認知症や精神疾患を持つ患者の病院・施設からの転院などで、受入先の調整が難航する事例の割合が増加している。
15,2020-10-15,6,16,特に日祝祭日は、受入可能な病床数が少ない状況が続き、調整が難航している。
15,2020-10-15,6,17,イ)入院・宿泊調整の結果、入院先・宿泊先が決定した後に、症状の改善や患者の希望でキャンセルする事例が、依然として一定数存在する。
15,2020-10-15,6,18,"ウ)今週、新たにペット(犬、猫、ウサギ、ハムスター)と同伴して療養できる軽症者用の宿泊療養施設を 140 室開設した※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、10 月 14 日時点で 25.2%となっており、国の指標及び目安におけるステージIIIの 20%を超えているが、ステージIVの 50%未満の数値となっている。"
15,2020-10-15,6,19,"また、同時点の確保病床数(都は 2,640 床)に占める入院患者数の割合は、38.2%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。"
15,2020-10-15,6,20,また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 13.4 人から 10 月 14 日時点で 13.4 人と変わらず、国の指標及び目安におけるステージIIIの 15 人を下回りステージII相当であった。
15,2020-10-15,7,1,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。
15,2020-10-15,7,2,(1) 重症患者数は、前回の 24 人から、増減しながら 10 月 14 日時点の 25 人となった。
15,2020-10-15,7,3,(2) 今週、新たに人工呼吸器を装着した患者は 11 人であり、人工呼吸器から離脱した患者は 4 人、人工呼吸器使用中に死亡した患者は 4 人であった。
15,2020-10-15,7,4,(3) 今週、新たに ECMO を導入した患者は 1 人、ECMO から離脱した患者はなく、10 月 14 日の時点で、人工呼吸器を装着している患者が 25 人で、うち 3 人の患者が ECMO を使用している。
15,2020-10-15,7,5,【コメント】重症患者数は、新規陽性者数の増加から遅れて増加する。
15,2020-10-15,7,6,重症化リスクが高い高齢者層の新規陽性者数の割合が高いなか、今後の重症患者数の推移に警戒が必要である。
15,2020-10-15,7,7,10 月 14 日時点の重症患者数は 25 人で、年代別内訳は 50 代が 8 人、60 代が 6 人、70 代以上が 11 人であり、50代から 60 代が重症患者全体の 56.0%を占めている。
15,2020-10-15,7,8,性別では、男性 20 人・女性 5 人であった。
15,2020-10-15,7,9,【コメント】ア)陽性判明日から重症化(人工呼吸器の装着)までは平均 2.4 日で、軽快した重症患者における人工呼吸器の装着から離脱までの日数の中央値は 7.0 日であった。
15,2020-10-15,7,10,イ)重症化リスクの高い人への感染を防ぐためには、引き続き家族間、職場および医療・介護施設内における感染予防策の徹底が必要である。
15,2020-10-15,7,11,ウ)今週報告された死亡者数は 8 人であり、そのうち 70 代以上の死亡者が 6 人であった。
15,2020-10-15,7,12,今週は、前々週の 15 人、前週の 7 人から横ばいであるが、引き続き注視する必要がある。
15,2020-10-15,7,13,エ)重症患者においては、ICU等の病床の占有期間が長期化することを念頭に置き、新型コロナウイルス感染症患者のための医療と、通常の医療との両立を保ちつつ、重症患者のための病床を確保する必要がある。
15,2020-10-15,7,14,一方、レベル 2 の重症病床(300 床)を準備するためには、医療機関は第一波のピーク時と同様に、予定手術や救急の受け入れを大幅に制限せざるを得ないと考える。
15,2020-10-15,7,15,※ 国の指標及び目安における重症者数(集中治療室(ICU)、ハイケアユニット(HCU)等入室または人工呼吸器かECMO 使用)は、10 月 14 日時点で 127 人、うち、ICU 入室または人工呼吸器か ECMO 使用は 36 人となっている(人工呼吸器か ECMO を使用しない ICU 入室患者を含む)。
16,2020-10-22,1,1,(1) 新規陽性者数の 7 日間平均は、前回 10 月 14 日時点(以下「前回」という。
16,2020-10-22,1,2,)の約 181 人から 10 月 21 日時点の約 172人と横ばいだった。
16,2020-10-22,1,3,(2) 新規陽性者数の増加比が 100%を超えることは、増加傾向の指標となる。
16,2020-10-22,1,4,増加比は前回の 112.1%から 10 月 21 日時点の 94.9%に低下した。
16,2020-10-22,1,5,【コメント】ア)新規陽性者数の増加比は低下したが、100%前後で推移することは、新規陽性者数が高止まりとなることを意味している。
16,2020-10-22,1,6,現時点で、欧米のような急激な感染拡大は認めていないが、高い水準のままの新規陽性者数が再び増加することへの警戒が必要である。
16,2020-10-22,1,7,"イ)新規陽性者数は、週当たり 1,200 人を超える高い水準で推移しているなか、一時、約 2 か月ぶりに 1 日当たり 280 人を超える日があった。"
16,2020-10-22,1,8,新たなクラスターが複数発生しており、新規陽性者数の更なる増加に警戒が必要である。
16,2020-10-22,1,9,ウ)PCR 検査の増加による陽性者の早期発見と感染拡大防止対策、都民の協力、業種別ガイドラインの徹底等、様々な取組が進んでいる。
16,2020-10-22,1,10,引き続き、これらの対策や取組を維持する必要がある。
16,2020-10-22,1,11,10 月 13 日から 10 月 19 日まで(以下「今週」という。
16,2020-10-22,1,12,)の報告では、10 歳未満 2.0%、10 代 6.4%、20 代 24.4%30 代 19.8%、40 代 15.8%、50 代 12.3%、60 代 7.6%、70 代 5.7%、80 代 4.8%、90 代以上 1.3%であった。
16,2020-10-22,1,13,今週の新規陽性者数に占める 65 歳以上の高齢者の患者は、前週 10 月 6 日から 10 月 12 日まで(以下「前週」という。
16,2020-10-22,1,14,)の 157 人、12.7%から、190 人、15.1%と、患者数は増加し、割合は上昇した。
16,2020-10-22,1,15,(1) 今週の濃厚接触者における感染経路別の割合は、同居する人からの感染が、前週の 31.8%から 37.4%に増加し依然として最も多く、次に施設(施設とは、「特別養護老人ホーム、介護老人保健施設、病院、保育園、学校等の教育施設等」をいう。
16,2020-10-22,1,16,)での感染が前週の 21.7%から 22.7%となり、職場 12.4%、会食 9.7%、接待を伴う飲食店等 5.6%の順であった。
16,2020-10-22,1,17,前週と比べると、同居する人から及び職場での感染の割合が増加した。
16,2020-10-22,1,18,(2) 今週の濃厚接触者における感染経路別の割合を年代別で見ると、10代以下では、同居する人からの感染は、前週の 45.1%から 56.6%と大きく増加し最も多く、施設での感染は、前週の 31.0%から 28.9%に減少した。
16,2020-10-22,1,19,20 代は、大学等の施設での感染が 23.5%と最も多く、次いで同居する人からの感染が 21.7%であった。
16,2020-10-22,1,20,30 代から 70 代は同居する人からの感染が 40.6%と最も多く、次に多い経路は、30 代から 50 代は職場での感染が 18.0%で、60 代から 70代は、施設での感染が 21.7%であった。
16,2020-10-22,1,21,80 代以上は施設での感染が 74.0%と最も多く、次いで同居する人からの感染が 22.0%であった。
16,2020-10-22,1,22,【コメント】ア)今週も、同居する人からの感染が最も多い傾向は変わらないが、職場、施設、会食、接待を伴う飲食店など、様々な場所における感染が報告されている。
16,2020-10-22,1,23,一旦、職場、施設や飲食店等で感染が拡大すると、複数の家庭内に新型コロナウイルスが持ち込まれ、感染拡大する可能性が高くなる。
16,2020-10-22,1,24,換気が不十分で人が密になる狭い空間の休憩室等でも基本的な感染予防策である、「手洗い、マスク着用、3 密を避ける」等を、あらためて徹底する必要がある。
16,2020-10-22,1,25,イ)経済活動が活発化し、人の往来やさまざまな活動が増えると、感染リスクが高まる機会が増加する。
16,2020-10-22,1,26,年末に向け大人数での会食の機会が増えることが想定されるが、このような行動に伴い感染リスクが増大し、新規陽性者数がさらに増加することが懸念される。
16,2020-10-22,1,27,人と人が密に接触する、マスクを外して長時間に及ぶ飲食・飲酒を行う、大声で会話をする等の行動に伴うリスクに留意し、基本的な感染予防策を徹底することが重要である。
16,2020-10-22,1,28,ウ)今週、複数の病院、高齢者施設、大学の運動部や劇団等におけるクラスターの発生が報告された。
16,2020-10-22,1,29,第一波(3 月 1日から 5 月 25 日の緊急事態宣言解除までと設定)のような大規模なクラスターの発生ではないものの、院内・施設内感染の拡大防止対策の徹底が必要である。
16,2020-10-22,1,30,都は、クラスターが発生した病院に対し、保健所と共に東京 iCDC の感染対策支援チームを派遣し、支援を行っている。
16,2020-10-22,1,31,エ)友人とのドライブ、旅行や会食を通じての感染例や、パブ、クラブ等での感染例が報告されている。
16,2020-10-22,1,32,"今週の新規陽性者 1,256 人のうち、無症状の陽性者が 230 人、18.3%であった。"
16,2020-10-22,1,33,【コメント】ア)職場に陽性者が発生したことにより自発的に検査を受けた者や、保健所による濃厚接触者等の調査により、無症状の陽性者が早期に診断され、感染拡大防止に繋がることが期待される。
16,2020-10-22,1,34,イ)経済活動の活発化に伴い、無症状や症状の乏しい感染者の行動範囲が広がる可能性がある。
16,2020-10-22,1,35,引き続き、感染機会があった無症状者を含めた集中的な PCR 検査等の体制強化が求められる。
16,2020-10-22,1,36,ウ)特別養護老人ホーム、介護老人保健施設、病院等、重症化リスクの高い施設や訪問看護等において、無症状や症状の乏しい職員を発端とした感染が見られており、高齢者施設や医療施設における施設内感染等への厳重な警戒と、高齢者や入院患者の感染予防を目的とした検査体制の拡充が必要である。
16,2020-10-22,1,37,今週の保健所別届出数を見ると、大田区が 141 人(11.2%)と最も多く、次いで世田谷区が 99 人(7.9%)、新宿区 84人(6.7%)、足立区 80 人(6.4%)、港区 71 人(5.7%)の順である。
16,2020-10-22,1,38,島しょを除く都内全域に感染が拡大している。
16,2020-10-22,1,39,※ 国の新型コロナウイルス感染症対策分科会(第 5 回)(8 月 7 日)で示された指標及び目安(以下「国の指標及び目安」という。
16,2020-10-22,1,40,)における、今週の感染の状況を示す新規報告数は、人口 10 万人あたり、週 9.0 人となっており、国の指標及び目安におけるステージIIIの 15 人を下回り、ステージII相当の数値が続いている。
16,2020-10-22,1,41,また、先週一週間と直近一週間の新規陽性者数の比は、先週の 1.12 から直近は 0.95 となり、国の指標及び目安におけるステージIIIからステージII相当に移行している。
16,2020-10-22,2,1,#7119 の 7 日間平均は、前回の 57.6 件から 10 月 21 日時点の 49.9 件に減少した。
16,2020-10-22,2,2,【コメント】#7119 は、感染拡大の早期予兆の指標の1つとして、モニタリングしている。
