meeting_no,meeting_date,monitoring_index,line_number,token,part_of_speech,part_of_speech2,part_of_speech3,part_of_speech4,infl_type,base_form
18,2020-11-05,1,11,習慣,名詞,一般,,,,習慣
18,2020-11-05,1,11,違い,名詞,ナイ形容詞語幹,,,,違い
18,2020-11-05,1,11,配慮,名詞,サ変接続,,,,配慮
18,2020-11-05,1,11,情報,名詞,一般,,,,情報
18,2020-11-05,1,11,提供,名詞,サ変接続,,,,提供
18,2020-11-05,1,11,支援,名詞,サ変接続,,,,支援
18,2020-11-05,1,11,濃厚,名詞,形容動詞語幹,,,,濃厚
18,2020-11-05,1,11,接触,名詞,サ変接続,,,,接触
18,2020-11-05,1,11,積極,名詞,形容動詞語幹,,,,積極
18,2020-11-05,1,11,疫学,名詞,一般,,,,疫学
18,2020-11-05,1,11,調査,名詞,サ変接続,,,,調査
18,2020-11-05,1,11,拡充,名詞,サ変接続,,,,拡充
18,2020-11-05,1,11,検討,名詞,サ変接続,,,,検討
18,2020-11-05,1,11,必要,名詞,形容動詞語幹,,,,必要
18,2020-11-05,1,12,PCR,名詞,固有名詞,組織,,,PCR
18,2020-11-05,1,12,検査,名詞,サ変接続,,,,検査
18,2020-11-05,1,12,増加,名詞,サ変接続,,,,増加
18,2020-11-05,1,12,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,12,早期,名詞,一般,,,,早期
18,2020-11-05,1,12,発見,名詞,サ変接続,,,,発見
18,2020-11-05,1,12,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,12,拡大,名詞,サ変接続,,,,拡大
18,2020-11-05,1,12,防止,名詞,サ変接続,,,,防止
18,2020-11-05,1,12,対策,名詞,サ変接続,,,,対策
18,2020-11-05,1,12,都民,名詞,一般,,,,都民
18,2020-11-05,1,12,協力,名詞,サ変接続,,,,協力
18,2020-11-05,1,12,業種,名詞,一般,,,,業種
18,2020-11-05,1,12,ガイドライン,名詞,一般,,,,ガイドライン
18,2020-11-05,1,12,徹底,名詞,サ変接続,,,,徹底
18,2020-11-05,1,12,様々,名詞,形容動詞語幹,,,,様々
18,2020-11-05,1,12,取組,名詞,一般,,,,取組
18,2020-11-05,1,13,対策,名詞,サ変接続,,,,対策
18,2020-11-05,1,13,取組,名詞,一般,,,,取組
18,2020-11-05,1,13,維持,名詞,サ変接続,,,,維持
18,2020-11-05,1,13,必要,名詞,形容動詞語幹,,,,必要
18,2020-11-05,1,14,月,名詞,一般,,,,月
18,2020-11-05,1,14,日,名詞,固有名詞,地域,国,,日
18,2020-11-05,1,14,月,名詞,一般,,,,月
18,2020-11-05,1,14,日,名詞,一般,,,,日
18,2020-11-05,1,14,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,15,報告,名詞,サ変接続,,,,報告
18,2020-11-05,1,15,歳,名詞,一般,,,,歳
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,15,代,名詞,固有名詞,地域,一般,,代
18,2020-11-05,1,16,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,16,新規,名詞,一般,,,,新規
18,2020-11-05,1,16,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,16,歳,名詞,一般,,,,歳
18,2020-11-05,1,16,高齢,名詞,一般,,,,高齢
18,2020-11-05,1,16,患者,名詞,一般,,,,患者
18,2020-11-05,1,16,前週,名詞,一般,,,,前週
18,2020-11-05,1,16,月,名詞,一般,,,,月
18,2020-11-05,1,16,日,名詞,固有名詞,地域,国,,日
18,2020-11-05,1,16,月,名詞,一般,,,,月
18,2020-11-05,1,16,日,名詞,一般,,,,日
18,2020-11-05,1,16,前週,名詞,一般,,,,前週
18,2020-11-05,1,17,人,名詞,一般,,,,人
18,2020-11-05,1,17,人,名詞,一般,,,,人
18,2020-11-05,1,17,患者,名詞,一般,,,,患者
18,2020-11-05,1,17,割合,名詞,一般,,,,割合
18,2020-11-05,1,17,横ばい,名詞,サ変接続,,,,横ばい
18,2020-11-05,1,18,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,18,濃厚,名詞,形容動詞語幹,,,,濃厚
18,2020-11-05,1,18,接触,名詞,サ変接続,,,,接触
18,2020-11-05,1,18,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,18,経路,名詞,一般,,,,経路
18,2020-11-05,1,18,割合,名詞,一般,,,,割合
18,2020-11-05,1,18,同居,名詞,サ変接続,,,,同居
18,2020-11-05,1,18,人,名詞,一般,,,,人
18,2020-11-05,1,18,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,18,前週,名詞,一般,,,,前週
18,2020-11-05,1,18,増加,名詞,サ変接続,,,,増加
18,2020-11-05,1,18,職場,名詞,一般,,,,職場
18,2020-11-05,1,18,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,18,前週,名詞,一般,,,,前週
18,2020-11-05,1,18,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,18,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,18,特別,名詞,形容動詞語幹,,,,特別
18,2020-11-05,1,18,養護,名詞,サ変接続,,,,養護
18,2020-11-05,1,18,老人,名詞,一般,,,,老人
18,2020-11-05,1,18,ホーム,名詞,一般,,,,ホーム
18,2020-11-05,1,18,介護,名詞,サ変接続,,,,介護
18,2020-11-05,1,18,老人,名詞,一般,,,,老人
18,2020-11-05,1,18,保健,名詞,一般,,,,保健
18,2020-11-05,1,18,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,18,病院,名詞,一般,,,,病院
18,2020-11-05,1,18,保育園,名詞,一般,,,,保育園
18,2020-11-05,1,18,学校,名詞,一般,,,,学校
18,2020-11-05,1,18,教育,名詞,サ変接続,,,,教育
18,2020-11-05,1,18,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,19,会食,名詞,サ変接続,,,,会食
18,2020-11-05,1,19,接待,名詞,サ変接続,,,,接待
18,2020-11-05,1,19,飲食,名詞,サ変接続,,,,飲食
18,2020-11-05,1,19,順,名詞,一般,,,,順
18,2020-11-05,1,19,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,19,濃厚,名詞,形容動詞語幹,,,,濃厚
18,2020-11-05,1,19,接触,名詞,サ変接続,,,,接触
18,2020-11-05,1,19,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,19,経路,名詞,一般,,,,経路
18,2020-11-05,1,19,割合,名詞,一般,,,,割合
18,2020-11-05,1,19,年代,名詞,一般,,,,年代
18,2020-11-05,1,19,すべて,名詞,副詞可能,,,,すべて
18,2020-11-05,1,19,年代,名詞,一般,,,,年代
18,2020-11-05,1,19,同居,名詞,サ変接続,,,,同居
18,2020-11-05,1,19,人,名詞,一般,,,,人
18,2020-11-05,1,19,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,19,代,名詞,一般,,,,代
18,2020-11-05,1,20,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,20,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,20,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,20,経路,名詞,一般,,,,経路
18,2020-11-05,1,20,代,名詞,一般,,,,代
18,2020-11-05,1,20,代,名詞,一般,,,,代
18,2020-11-05,1,20,代,名詞,一般,,,,代
18,2020-11-05,1,20,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,20,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,20,代,名詞,一般,,,,代
18,2020-11-05,1,20,代,名詞,一般,,,,代
18,2020-11-05,1,20,職場,名詞,一般,,,,職場
18,2020-11-05,1,20,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,21,コメント,名詞,サ変接続,,,,コメント
18,2020-11-05,1,21,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,21,同居,名詞,サ変接続,,,,同居
18,2020-11-05,1,21,人,名詞,一般,,,,人
18,2020-11-05,1,21,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,21,職場,名詞,一般,,,,職場
18,2020-11-05,1,21,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,21,会食,名詞,サ変接続,,,,会食
18,2020-11-05,1,21,接待,名詞,サ変接続,,,,接待
18,2020-11-05,1,21,飲食,名詞,サ変接続,,,,飲食
18,2020-11-05,1,21,様々,名詞,形容動詞語幹,,,,様々
18,2020-11-05,1,21,場面,名詞,一般,,,,場面
18,2020-11-05,1,21,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,21,例,名詞,一般,,,,例
18,2020-11-05,1,21,散発,名詞,サ変接続,,,,散発
18,2020-11-05,1,22,職場,名詞,一般,,,,職場
18,2020-11-05,1,22,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,22,飲食,名詞,サ変接続,,,,飲食
18,2020-11-05,1,22,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,22,複数,名詞,一般,,,,複数
18,2020-11-05,1,22,家庭,名詞,一般,,,,家庭
18,2020-11-05,1,22,新型,名詞,一般,,,,新型
18,2020-11-05,1,22,コロナ,名詞,一般,,,,コロナ
18,2020-11-05,1,22,ウイルス,名詞,一般,,,,ウイルス
18,2020-11-05,1,23,職場,名詞,一般,,,,職場
18,2020-11-05,1,23,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,23,寮,名詞,一般,,,,寮
18,2020-11-05,1,23,共同,名詞,サ変接続,,,,共同
18,2020-11-05,1,23,生活,名詞,サ変接続,,,,生活
18,2020-11-05,1,23,家庭,名詞,一般,,,,家庭
18,2020-11-05,1,23,基本,名詞,一般,,,,基本
18,2020-11-05,1,23,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,23,予防,名詞,サ変接続,,,,予防
18,2020-11-05,1,23,手洗い,名詞,サ変接続,,,,手洗い
18,2020-11-05,1,23,マスク,名詞,一般,,,,マスク
18,2020-11-05,1,23,着用,名詞,サ変接続,,,,着用
18,2020-11-05,1,23,密,名詞,一般,,,,密
18,2020-11-05,1,23,環境,名詞,一般,,,,環境
18,2020-11-05,1,23,清,名詞,固有名詞,人名,名,,清
18,2020-11-05,1,23,拭,名詞,一般,,,,拭
18,2020-11-05,1,23,消毒,名詞,サ変接続,,,,消毒
18,2020-11-05,1,23,テーブル,名詞,一般,,,,テーブル
18,2020-11-05,1,23,ドア,名詞,一般,,,,ドア
18,2020-11-05,1,23,ノブ,名詞,一般,,,,ノブ
18,2020-11-05,1,23,消毒,名詞,サ変接続,,,,消毒
18,2020-11-05,1,23,ウイルス,名詞,一般,,,,ウイルス
18,2020-11-05,1,23,除去,名詞,サ変接続,,,,除去
18,2020-11-05,1,23,徹底,名詞,サ変接続,,,,徹底
18,2020-11-05,1,23,必要,名詞,形容動詞語幹,,,,必要
18,2020-11-05,1,24,外,名詞,一般,,,,外
18,2020-11-05,1,24,暖房,名詞,サ変接続,,,,暖房
18,2020-11-05,1,24,こまめ,名詞,形容動詞語幹,,,,こまめ
18,2020-11-05,1,24,換気,名詞,サ変接続,,,,換気
18,2020-11-05,1,24,徹底,名詞,サ変接続,,,,徹底
18,2020-11-05,1,24,必要,名詞,形容動詞語幹,,,,必要
18,2020-11-05,1,25,経済,名詞,一般,,,,経済
18,2020-11-05,1,25,活動,名詞,サ変接続,,,,活動
18,2020-11-05,1,25,活発,名詞,形容動詞語幹,,,,活発
18,2020-11-05,1,25,人,名詞,一般,,,,人
18,2020-11-05,1,25,往来,名詞,サ変接続,,,,往来
18,2020-11-05,1,25,さまざま,名詞,形容動詞語幹,,,,さまざま
18,2020-11-05,1,25,活動,名詞,サ変接続,,,,活動
18,2020-11-05,1,25,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,25,リスク,名詞,一般,,,,リスク
18,2020-11-05,1,25,機会,名詞,一般,,,,機会
18,2020-11-05,1,25,増加,名詞,サ変接続,,,,増加
18,2020-11-05,1,26,年末年始,名詞,一般,,,,年末年始
18,2020-11-05,1,26,人数,名詞,一般,,,,人数
18,2020-11-05,1,26,会食,名詞,サ変接続,,,,会食
18,2020-11-05,1,26,機会,名詞,一般,,,,機会
18,2020-11-05,1,26,イベント,名詞,一般,,,,イベント
18,2020-11-05,1,26,想定,名詞,サ変接続,,,,想定
18,2020-11-05,1,27,行動,名詞,サ変接続,,,,行動
18,2020-11-05,1,27,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,27,リスク,名詞,一般,,,,リスク
18,2020-11-05,1,27,増大,名詞,サ変接続,,,,増大
18,2020-11-05,1,27,新規,名詞,一般,,,,新規
18,2020-11-05,1,27,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,27,増加,名詞,サ変接続,,,,増加
18,2020-11-05,1,27,懸念,名詞,サ変接続,,,,懸念
18,2020-11-05,1,28,人,名詞,一般,,,,人
18,2020-11-05,1,28,人,名詞,一般,,,,人
18,2020-11-05,1,28,密,名詞,形容動詞語幹,,,,密
18,2020-11-05,1,28,接触,名詞,サ変接続,,,,接触
18,2020-11-05,1,28,マスク,名詞,一般,,,,マスク
18,2020-11-05,1,28,長時間,名詞,副詞可能,,,,長時間
18,2020-11-05,1,28,飲食,名詞,サ変接続,,,,飲食
18,2020-11-05,1,28,飲酒,名詞,サ変接続,,,,飲酒
18,2020-11-05,1,28,大声,名詞,一般,,,,大声
18,2020-11-05,1,28,会話,名詞,サ変接続,,,,会話
18,2020-11-05,1,28,等,名詞,固有名詞,人名,名,,等
18,2020-11-05,1,28,行動,名詞,サ変接続,,,,行動
18,2020-11-05,1,28,リスク,名詞,一般,,,,リスク
18,2020-11-05,1,28,留意,名詞,サ変接続,,,,留意
18,2020-11-05,1,28,基本,名詞,一般,,,,基本
18,2020-11-05,1,28,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,28,予防,名詞,サ変接続,,,,予防
18,2020-11-05,1,28,徹底,名詞,サ変接続,,,,徹底
18,2020-11-05,1,28,重要,名詞,形容動詞語幹,,,,重要
18,2020-11-05,1,29,旅行,名詞,サ変接続,,,,旅行
18,2020-11-05,1,29,会食,名詞,サ変接続,,,,会食
18,2020-11-05,1,29,旅行,名詞,サ変接続,,,,旅行
18,2020-11-05,1,29,接待,名詞,サ変接続,,,,接待
18,2020-11-05,1,29,飲食,名詞,サ変接続,,,,飲食
18,2020-11-05,1,29,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,29,例,名詞,一般,,,,例
18,2020-11-05,1,29,舞台,名詞,一般,,,,舞台
18,2020-11-05,1,29,関係,名詞,サ変接続,,,,関係
18,2020-11-05,1,29,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,29,例,名詞,一般,,,,例
18,2020-11-05,1,29,報告,名詞,サ変接続,,,,報告
18,2020-11-05,1,30,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,30,複数,名詞,一般,,,,複数
18,2020-11-05,1,30,病院,名詞,一般,,,,病院
18,2020-11-05,1,30,高齢,名詞,一般,,,,高齢
18,2020-11-05,1,30,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,30,大学,名詞,一般,,,,大学
18,2020-11-05,1,30,運動,名詞,サ変接続,,,,運動
18,2020-11-05,1,30,寮,名詞,一般,,,,寮
18,2020-11-05,1,30,スポーツ,名詞,一般,,,,スポーツ
18,2020-11-05,1,30,ジム,名詞,一般,,,,ジム
18,2020-11-05,1,30,クラ,名詞,固有名詞,一般,,,クラ
18,2020-11-05,1,30,スター,名詞,一般,,,,スター
18,2020-11-05,1,30,発生,名詞,サ変接続,,,,発生
18,2020-11-05,1,30,報告,名詞,サ変接続,,,,報告
18,2020-11-05,1,30,一波,名詞,一般,,,,一波
18,2020-11-05,1,30,月,名詞,一般,,,,月
18,2020-11-05,1,30,日,名詞,固有名詞,地域,国,,日
18,2020-11-05,1,30,月,名詞,一般,,,,月
18,2020-11-05,1,30,日,名詞,固有名詞,地域,国,,日
18,2020-11-05,1,30,緊急,名詞,形容動詞語幹,,,,緊急
18,2020-11-05,1,30,事態,名詞,一般,,,,事態
18,2020-11-05,1,30,宣言,名詞,サ変接続,,,,宣言
18,2020-11-05,1,30,解除,名詞,サ変接続,,,,解除
18,2020-11-05,1,30,設定,名詞,サ変接続,,,,設定
18,2020-11-05,1,30,規模,名詞,一般,,,,規模
18,2020-11-05,1,30,クラスター,名詞,一般,,,,クラスター
18,2020-11-05,1,30,発生,名詞,サ変接続,,,,発生
18,2020-11-05,1,30,院内,名詞,一般,,,,院内
18,2020-11-05,1,30,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,30,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,30,拡大,名詞,サ変接続,,,,拡大
18,2020-11-05,1,30,防止,名詞,サ変接続,,,,防止
18,2020-11-05,1,30,対策,名詞,サ変接続,,,,対策
18,2020-11-05,1,30,徹底,名詞,サ変接続,,,,徹底
18,2020-11-05,1,30,必要,名詞,形容動詞語幹,,,,必要
18,2020-11-05,1,31,都,名詞,一般,,,,都
18,2020-11-05,1,31,クラ,名詞,固有名詞,一般,,,クラ
18,2020-11-05,1,31,スター,名詞,一般,,,,スター
18,2020-11-05,1,31,発生,名詞,サ変接続,,,,発生
18,2020-11-05,1,31,病院,名詞,一般,,,,病院
18,2020-11-05,1,31,保健所,名詞,一般,,,,保健所
18,2020-11-05,1,31,要請,名詞,サ変接続,,,,要請
18,2020-11-05,1,31,東京,名詞,固有名詞,地域,一般,,東京
18,2020-11-05,1,31,iCDC,名詞,固有名詞,組織,,,iCDC
18,2020-11-05,1,31,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,31,対策,名詞,サ変接続,,,,対策
18,2020-11-05,1,31,支援,名詞,サ変接続,,,,支援
18,2020-11-05,1,31,チーム,名詞,一般,,,,チーム
18,2020-11-05,1,31,派遣,名詞,サ変接続,,,,派遣
18,2020-11-05,1,31,支援,名詞,サ変接続,,,,支援
18,2020-11-05,1,32,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,32,新規,名詞,一般,,,,新規
18,2020-11-05,1,32,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,32,人,名詞,一般,,,,人
18,2020-11-05,1,32,症状,名詞,一般,,,,症状
18,2020-11-05,1,32,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,32,人,名詞,一般,,,,人
18,2020-11-05,1,33,コメント,名詞,サ変接続,,,,コメント
18,2020-11-05,1,33,職場,名詞,一般,,,,職場
18,2020-11-05,1,33,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,33,発生,名詞,サ変接続,,,,発生
18,2020-11-05,1,33,自発,名詞,一般,,,,自発
18,2020-11-05,1,33,検査,名詞,サ変接続,,,,検査
18,2020-11-05,1,33,保健所,名詞,一般,,,,保健所
18,2020-11-05,1,33,濃厚,名詞,形容動詞語幹,,,,濃厚
18,2020-11-05,1,33,接触,名詞,サ変接続,,,,接触
18,2020-11-05,1,33,調査,名詞,サ変接続,,,,調査
18,2020-11-05,1,33,症状,名詞,一般,,,,症状
18,2020-11-05,1,33,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,33,早期,名詞,一般,,,,早期
18,2020-11-05,1,33,診断,名詞,サ変接続,,,,診断
18,2020-11-05,1,33,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,33,拡大,名詞,サ変接続,,,,拡大
18,2020-11-05,1,33,防止,名詞,サ変接続,,,,防止
18,2020-11-05,1,33,期待,名詞,サ変接続,,,,期待
18,2020-11-05,1,34,経済,名詞,一般,,,,経済
18,2020-11-05,1,34,活動,名詞,サ変接続,,,,活動
18,2020-11-05,1,34,活発,名詞,形容動詞語幹,,,,活発
18,2020-11-05,1,34,症状,名詞,一般,,,,症状
18,2020-11-05,1,34,症状,名詞,一般,,,,症状
18,2020-11-05,1,34,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,34,行動,名詞,サ変接続,,,,行動
18,2020-11-05,1,34,範囲,名詞,一般,,,,範囲
18,2020-11-05,1,34,可能,名詞,形容動詞語幹,,,,可能
18,2020-11-05,1,35,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,35,機会,名詞,一般,,,,機会
18,2020-11-05,1,35,症状,名詞,一般,,,,症状
18,2020-11-05,1,35,集中,名詞,サ変接続,,,,集中
18,2020-11-05,1,35,PCR,名詞,固有名詞,組織,,,PCR
18,2020-11-05,1,35,検査,名詞,サ変接続,,,,検査
18,2020-11-05,1,35,体制,名詞,一般,,,,体制
18,2020-11-05,1,35,強化,名詞,サ変接続,,,,強化
18,2020-11-05,1,36,特別,名詞,形容動詞語幹,,,,特別
18,2020-11-05,1,36,養護,名詞,サ変接続,,,,養護
18,2020-11-05,1,36,老人,名詞,一般,,,,老人
18,2020-11-05,1,36,ホーム,名詞,一般,,,,ホーム
18,2020-11-05,1,36,介護,名詞,サ変接続,,,,介護
18,2020-11-05,1,36,老人,名詞,一般,,,,老人
18,2020-11-05,1,36,保健,名詞,一般,,,,保健
18,2020-11-05,1,36,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,36,病院,名詞,一般,,,,病院
18,2020-11-05,1,36,重症,名詞,一般,,,,重症
18,2020-11-05,1,36,リスク,名詞,一般,,,,リスク
18,2020-11-05,1,36,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,36,訪問,名詞,サ変接続,,,,訪問
18,2020-11-05,1,36,看護,名詞,サ変接続,,,,看護
18,2020-11-05,1,36,症状,名詞,一般,,,,症状
18,2020-11-05,1,36,症状,名詞,一般,,,,症状
18,2020-11-05,1,36,職員,名詞,一般,,,,職員
18,2020-11-05,1,36,発端,名詞,一般,,,,発端
18,2020-11-05,1,36,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,36,高齢,名詞,一般,,,,高齢
18,2020-11-05,1,36,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,36,医療,名詞,一般,,,,医療
18,2020-11-05,1,36,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,36,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,36,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,36,厳重,名詞,形容動詞語幹,,,,厳重
18,2020-11-05,1,36,警戒,名詞,サ変接続,,,,警戒
18,2020-11-05,1,36,必要,名詞,形容動詞語幹,,,,必要
18,2020-11-05,1,37,都,名詞,一般,,,,都
18,2020-11-05,1,37,高齢,名詞,一般,,,,高齢
18,2020-11-05,1,37,施設,名詞,サ変接続,,,,施設
18,2020-11-05,1,37,利用,名詞,サ変接続,,,,利用
18,2020-11-05,1,37,職員,名詞,一般,,,,職員
18,2020-11-05,1,37,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,37,対策,名詞,サ変接続,,,,対策
18,2020-11-05,1,37,民間,名詞,一般,,,,民間
18,2020-11-05,1,37,検査,名詞,サ変接続,,,,検査
18,2020-11-05,1,37,機関,名詞,一般,,,,機関
18,2020-11-05,1,37,協力,名詞,サ変接続,,,,協力
18,2020-11-05,1,37,検査,名詞,サ変接続,,,,検査
18,2020-11-05,1,37,体制,名詞,一般,,,,体制
18,2020-11-05,1,37,強化,名詞,サ変接続,,,,強化
18,2020-11-05,1,37,準備,名詞,サ変接続,,,,準備
18,2020-11-05,1,38,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,38,保健所,名詞,一般,,,,保健所
18,2020-11-05,1,38,届出,名詞,サ変接続,,,,届出
18,2020-11-05,1,38,大田,名詞,固有名詞,地域,一般,,大田
18,2020-11-05,1,38,人,名詞,一般,,,,人
18,2020-11-05,1,38,新宿,名詞,固有名詞,地域,一般,,新宿
18,2020-11-05,1,38,世田谷,名詞,固有名詞,地域,一般,,世田谷
18,2020-11-05,1,38,人,名詞,一般,,,,人
18,2020-11-05,1,38,みなと,名詞,固有名詞,地域,一般,,みなと
18,2020-11-05,1,38,人,名詞,一般,,,,人
18,2020-11-05,1,38,多摩,名詞,固有名詞,地域,一般,,多摩
18,2020-11-05,1,38,府中,名詞,固有名詞,地域,一般,,府中
18,2020-11-05,1,38,人,名詞,一般,,,,人
18,2020-11-05,1,38,順,名詞,一般,,,,順
18,2020-11-05,1,39,島しょ,名詞,一般,,,,島しょ
18,2020-11-05,1,39,都内,名詞,一般,,,,都内
18,2020-11-05,1,39,全域,名詞,一般,,,,全域
18,2020-11-05,1,39,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,39,拡大,名詞,サ変接続,,,,拡大
18,2020-11-05,1,40,国,名詞,一般,,,,国
18,2020-11-05,1,40,指標,名詞,一般,,,,指標
18,2020-11-05,1,40,目安,名詞,一般,,,,目安
18,2020-11-05,1,40,東京,名詞,固有名詞,地域,一般,,東京
18,2020-11-05,1,40,新規,名詞,一般,,,,新規
18,2020-11-05,1,40,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,40,都,名詞,一般,,,,都
18,2020-11-05,1,40,居住,名詞,サ変接続,,,,居住
18,2020-11-05,1,40,自己,名詞,一般,,,,自己
18,2020-11-05,1,40,採取,名詞,サ変接続,,,,採取
18,2020-11-05,1,40,郵送,名詞,サ変接続,,,,郵送
18,2020-11-05,1,40,検体,名詞,一般,,,,検体
18,2020-11-05,1,40,新規,名詞,一般,,,,新規
18,2020-11-05,1,40,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,40,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,40,人,名詞,一般,,,,人
18,2020-11-05,1,41,国,名詞,一般,,,,国
18,2020-11-05,1,41,新型,名詞,一般,,,,新型
18,2020-11-05,1,41,コロナ,名詞,一般,,,,コロナ
18,2020-11-05,1,41,ウイルス,名詞,一般,,,,ウイルス
18,2020-11-05,1,41,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,41,対策,名詞,サ変接続,,,,対策
18,2020-11-05,1,41,分科,名詞,一般,,,,分科
18,2020-11-05,1,41,回,名詞,一般,,,,回
18,2020-11-05,1,41,月,名詞,一般,,,,月
18,2020-11-05,1,41,日,名詞,固有名詞,地域,国,,日
18,2020-11-05,1,41,指標,名詞,一般,,,,指標
18,2020-11-05,1,41,目安,名詞,一般,,,,目安
18,2020-11-05,1,41,国,名詞,一般,,,,国
18,2020-11-05,1,41,指標,名詞,一般,,,,指標
18,2020-11-05,1,41,目安,名詞,一般,,,,目安
18,2020-11-05,1,42,今週,名詞,副詞可能,,,,今週
18,2020-11-05,1,42,感染,名詞,サ変接続,,,,感染
18,2020-11-05,1,42,状況,名詞,一般,,,,状況
18,2020-11-05,1,42,新規,名詞,一般,,,,新規
18,2020-11-05,1,42,報告,名詞,サ変接続,,,,報告
18,2020-11-05,1,42,人口,名詞,一般,,,,人口
18,2020-11-05,1,42,週,名詞,一般,,,,週
18,2020-11-05,1,42,人,名詞,一般,,,,人
18,2020-11-05,1,42,国,名詞,一般,,,,国
18,2020-11-05,1,42,指標,名詞,一般,,,,指標
18,2020-11-05,1,42,目安,名詞,一般,,,,目安
18,2020-11-05,1,42,ステージ,名詞,一般,,,,ステージ
18,2020-11-05,1,42,人,名詞,一般,,,,人
18,2020-11-05,1,42,ステージ,名詞,一般,,,,ステージ
18,2020-11-05,1,42,相当,名詞,サ変接続,,,,相当
18,2020-11-05,1,42,数値,名詞,一般,,,,数値
18,2020-11-05,1,43,先週,名詞,副詞可能,,,,先週
18,2020-11-05,1,43,直近,名詞,一般,,,,直近
18,2020-11-05,1,43,新規,名詞,一般,,,,新規
18,2020-11-05,1,43,陽性,名詞,一般,,,,陽性
18,2020-11-05,1,43,比,名詞,一般,,,,比
18,2020-11-05,1,43,先週,名詞,副詞可能,,,,先週
18,2020-11-05,1,43,直近,名詞,一般,,,,直近
